Name,Market,Price,CategoryName,CaloriesPer100g,ProteinPer100g,CarbsPer100g,FatPer100g
Namet 200 gr Pismis Dana Izgara Köfte,Şok,"86,90 TL",et-tavuk-ve-balik,250,26,0,20
Kocaman 500 gr Dondurulmuş Midye Eti,Şok,"185,00 TL",et-tavuk-ve-balik,86,14,3,3
Keskinoğlu 1 kg Kalçalı But,Şok,"79,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Kocaman 250 gr Surimi,Şok,"179,00 TL",et-tavuk-ve-balik,,,,
Aytaç 400 gr Fermente Dana Kangal Sucuk,Şok,"239,00 TL",et-tavuk-ve-balik,380,14,2,35
Keskinoğlu 1 kg Tavuk Fileto,Şok,"210,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Aytaç Şipşak 60 gr Piliç Salam Dilimli,Şok,"13,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Sultan 400 gr Dana Kasap Sucuk,Şok,"239,00 TL",et-tavuk-ve-balik,432,16,2,40
Sultan 450 gr Çatal Sucuk,Şok,"239,00 TL",et-tavuk-ve-balik,432,16,2,40
İmren 1 kg Piliç But Izgara,Şok,"210,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Balık Dünyası 500 gr Dilim Somon,Şok,"319,90 TL",et-tavuk-ve-balik,146,22,0,6
Keskinoğlu 1 kg Baget,Tarım Kredi Kooperatifi,"79,90 TL",et-tavuk-ve-balik,81,10,0,4
Lezita 800 gr Piliç Salam,Şok,"56,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Tadpi 1 kg Piliç Baget,Şok,"109,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Banvit 450 gr Baton Piliç Sucuk,Şok,"67,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Tadpi 1 kg Piliç Ciğer,Şok,"59,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Aytaç 280 gr Hindi Mangal Sucuk,Şok,"89,00 TL",et-tavuk-ve-balik,107,25,0,1
Glaze 250 gr %20 Fish Fish Delux Karides,Şok,"45,95 TL",et-tavuk-ve-balik,106,20,1,2
Müslümoğlu Isıl İşlem 250 gr Dana Dilimli Sucuk,Şok,"120,00 TL",et-tavuk-ve-balik,432,16,2,40
Aytaç 100 gr Geleneksel Dana Sırt Pastırma,Şok,"189,00 TL",et-tavuk-ve-balik,200,30,3,5
Aytaç 60 gr Şipşak Hindi Füme,Şok,"19,00 TL",et-tavuk-ve-balik,107,25,0,1
Namet 450 gr Isıl İşlem Dana Çatal Sucuk,Şok,"239,00 TL",et-tavuk-ve-balik,432,16,2,40
Badi 1 kg Piliç Kalçalı But,Şok,"79,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Doyfarm 1 kg Tabaklı Piliç Izgara Tava,Şok,"210,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Doyfarm 1 kg Kalçalı But,Şok,"79,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Keskinoğlu 1 kg Donuk Derili But Pirzola,Tarım Kredi Kooperatifi,"125,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Tarım Kredi 1 kg Kuzu But,Tarım Kredi Kooperatifi,"659,90 TL",et-tavuk-ve-balik,226,16,0,18
Bakpi 1 kg Piliç Izgara Kanat,Tarım Kredi Kooperatifi,"198,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Tk 100 gr Dana Füme Kaburga,Tarım Kredi Kooperatifi,"129,90 TL",et-tavuk-ve-balik,250,26,0,20
Tk 100 gr Dana Füme Kuru Et,Tarım Kredi Kooperatifi,"165,90 TL",et-tavuk-ve-balik,185,35,0,5
Banvit 850 gr Baton Salam,Tarım Kredi Kooperatifi,"75,00 TL",et-tavuk-ve-balik,58,3,1,5
Beypiliç 1 kg Parmak Bonfile Piliç,Tarım Kredi Kooperatifi,"184,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Türkiye Tarım Kredi Kooperatifleri 50 gr Dilimli Dana Macar Salam,Tarım Kredi Kooperatifi,"22,00 TL",et-tavuk-ve-balik,15,0.75,0.11,1
Beypiliç 360 gr Piliç Nugget,Tarım Kredi Kooperatifi,"53,90 TL",et-tavuk-ve-balik,48,2.5,2.5,3
Aytac Geleneksel Isıl İşlem 250 gr Dana Sucuk,Şok,"150,00 TL",et-tavuk-ve-balik,432,16,2,40
Balık Dünyası 600 gr Temizlenmiş Çipura,Şok,"249,00 TL",et-tavuk-ve-balik,84,18,0,1
Sultan 400 gr Dana Evlik Sucuk,Şok,"259,00 TL",et-tavuk-ve-balik,380,14,2,35
İzmir 1 kg Piliç Pirzola,Şok,"139,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Sultan Işıl İşlem Görmüş 250 gr Dilimli Sucuk,Şok,"129,00 TL",et-tavuk-ve-balik,432,16,2,40
Balık Dünyası 650 gr Temizlenmiş Hamsi,Şok,"135,00 TL",et-tavuk-ve-balik,197,17,0,15
Sultan Dana 250 gr Macar Salam,Şok,"99,00 TL",et-tavuk-ve-balik,15,0.75,0.11,1
Sultan Isıl İşlem 250 gr Kangal Sucuk,Şok,"120,00 TL",et-tavuk-ve-balik,380,14,2,35
Erpiliç 700 gr Schnitzel Piliç,Şok,"89,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Lezita 60 gr Dilimli Hindi Füme,Şok,"19,00 TL",et-tavuk-ve-balik,107,25,0,1
Keskinoğlu 1 kg Tavuk Fileto,Şok,"210,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Aytaç Şipşak 60 gr Piliç Salam Dilimli,Şok,"13,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Kocaman 500 gr Dondurulmuş Midye Eti,Şok,"185,00 TL",et-tavuk-ve-balik,86,14,3,3
Keskinoğlu 1 kg Kalçalı But,Şok,"79,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Kocaman 250 gr Surimi,Şok,"179,00 TL",et-tavuk-ve-balik,,,,
Aytaç 400 gr Fermente Dana Kangal Sucuk,Şok,"239,00 TL",et-tavuk-ve-balik,380,14,2,35
Tadpi 1 kg Piliç Baget,Şok,"109,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Banvit 450 gr Baton Piliç Sucuk,Şok,"67,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Beşler Et Gıda 400 gr Yağsız Dana Kıyma,a101,"259,00 TL",et-tavuk-ve-balik,250,26,0,20
Namet 280 gr Dana Kangal Sucuk,a101,"148,50 TL",et-tavuk-ve-balik,380,14,2,35
Gedik 700 gr Piliç Cordon Bleu,a101,"59,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Baştacı 350 gr Dana Baton Sucuk,a101,"162,50 TL",et-tavuk-ve-balik,399,14,7,35
Polonez 2x60 gr Piliç Jambon,a101,"37,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Banvit 2100 gr Fırınlık Bütün Tavuk,a101,"99,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Gedik 400 gr Piliç Dilimli Sucuk,a101,"57,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Lezita 1 kg Bütün Tavuk,Şok,"83,25 TL",et-tavuk-ve-balik,165,31,0,3.6
Ahmet İpek Evlik 400 gr Dana Sucuk,a101,"239,00 TL",et-tavuk-ve-balik,432,16,2,40
Sultan 400 gr Piliç Dilimli Sucuk,a101,"57,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Pınar 500 gr Lezzet Keyfi Hindi Büfe Salam,a101,"75,00 TL",et-tavuk-ve-balik,107,25,0,1
Gedik 450 gr Baton Piliç Sucuk,Getir Büyük,"70,99 TL",et-tavuk-ve-balik,165,31,0,3.6
Dardanel Ton 125 gr Onigiri,Tarım Kredi Kooperatifi,"95,00 TL",et-tavuk-ve-balik,144,5,18,6
Besler 400 gr Dana Pirzola,a101,"315,00 TL",et-tavuk-ve-balik,250,26,0,20
Sultan 50 gr Piliç Dilim Salam,Carrefour,"19,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Gedik 1000 gr Tabaklı Baget,Carrefour,"149,90 TL",et-tavuk-ve-balik,81,10,0,4
Banvit 600 gr Tabaklı Kalçalı But,Carrefour,"188,40 TL",et-tavuk-ve-balik,165,31,0,3.6
Sultan 50 gr Hindi Füme Et,Carrefour,"28,90 TL",et-tavuk-ve-balik,129,25,0,3
Banvit 1 kg Piliç,Carrefour,"109,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Balık Dünyası 1 kg Panga Fileto,Carrefour,"299,00 TL",et-tavuk-ve-balik,88,20,1,0.4
Erşan 100 gr Kuru Et,Carrefour,"235,00 TL",et-tavuk-ve-balik,185,35,0,5
Beeves Etin En İyisi 500 gr Dana Kuşbaşı,Carrefour,"369,90 TL",et-tavuk-ve-balik,250,26,0,20
Erşan 1 kg Acılı Dana Kangal Sucuk,Carrefour,"599,90 TL",et-tavuk-ve-balik,380,14,2,35
Başyazıcı 100 gr İnan Kavurma,Carrefour,"99,90 TL",et-tavuk-ve-balik,250,26,0,20
Namet 1 kg Fıstıklı Macar Salam,Carrefour,"969,90 TL",et-tavuk-ve-balik,15,0.75,0.11,1
Balık Dünyası Dondurulmuş 250 gr Fish Finger,Carrefour,"164,00 TL",et-tavuk-ve-balik,185,14,13,8
Balık Dünyası 150 gr Dondurulmuş Jumbo Et Karides,Carrefour,"149,00 TL",et-tavuk-ve-balik,106,20,1,2
Apikoğlu 100 gr Kurutulmuş Füme Et,Carrefour,"369,00 TL",et-tavuk-ve-balik,129,25,0,3
Tombik 900 gr Piliç Salam,Bim,"79,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Pınar 3x265 gr Füme Hindi Cheddarlı Jumbo Sosis,PınarOnline,"321,03 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 3x265 gr Füme Hindi Jumbo Sosis,PınarOnline,"277,83 TL",et-tavuk-ve-balik,107,25,0,1
Bonfilet 400 gr Ev Tipi Izgara Köfte,Getir Büyük,"226,50 TL",et-tavuk-ve-balik,250,26,0,20
1 kg Sotelik Dana Et,Carrefoursa,"669,90 TL",et-tavuk-ve-balik,250,26,0,20
1 kg Yemeklik Kuzu Kuşbaşı,Carrefoursa,"928,90 TL",et-tavuk-ve-balik,250,26,0,20
Cumhuriyet 1 kg Antrikot Pastırma,idefix,"2.200,00 TL",et-tavuk-ve-balik,200,30,3,5
Banvit 1 kg Piliç Kokteyl Sosis,emekpazari,"117,16 TL",et-tavuk-ve-balik,165,31,0,3.6
Gedik 1 kg Piliç Bonfile,Şok,"210,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Bonfilet 180 gr Dana Antrikot,Getir Büyük,"229,50 TL",et-tavuk-ve-balik,165,20,0,9
Beşler 450 gr Dana Çatal Sucuk,Şok,"239,00 TL",et-tavuk-ve-balik,432,16,2,40
Haket 1 kg Dana Antrikot,Hakmarekspress,"949,00 TL",et-tavuk-ve-balik,165,20,0,9
Kocaman 1 kg Kalamar Halka %50 Glaze Donuk,Carrefour,"670,00 TL",et-tavuk-ve-balik,129,18,0,7
Carrefour 150 gr Dana Kavurma,Carrefour,"140,00 TL",et-tavuk-ve-balik,250,26,0,20
Lezita 1 kg But Pirzola Piliç,Şok,"139,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Erpiliç 1 kg Tabaklı Piliç Sarma,Carrefour,"164,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Ada Gross 1 kg Erpiliç Tabaklı Sarma,Tarım Kredi Kooperatifi,"150,00 TL",et-tavuk-ve-balik,,,,
Polonez 50 gr Dana Jambon,a101,"30,00 TL",et-tavuk-ve-balik,250,26,0,20
Erpiliç 1 kg Tabaklı Piliç Sarma,Carrefour,"164,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Ada Gross 1 kg Erpiliç Tabaklı Sarma,Tarım Kredi Kooperatifi,"150,00 TL",et-tavuk-ve-balik,,,,
Polonez 50 gr Dana Jambon,a101,"30,00 TL",et-tavuk-ve-balik,250,26,0,20
Besler 300 gr Nostalji Fermente Dana Sucuk,Hakmarekspress,"249,00 TL",et-tavuk-ve-balik,432,16,2,40
Farmelia 1 kg Bütün Piliç,Şok,"99,50 TL",et-tavuk-ve-balik,165,31,0,3.6
İzmir 1 kg Piliç Kanat,Şok,"199,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Namet 400 gr Dana Evlik Sucuk,Şok,"259,00 TL",et-tavuk-ve-balik,380,14,2,35
Pınar 75 gr Lezzet Keyfi Hindi Salam,Şok,"19,75 TL",et-tavuk-ve-balik,107,25,0,1
Müslümoğlu 400 gr Dana Kasap Sucuk,Şok,"239,00 TL",et-tavuk-ve-balik,432,16,2,40
Mirza 500 gr Doğranmış Dana Karaciğer,Carrefour,"299,90 TL",et-tavuk-ve-balik,250,26,0,20
Hastavuk 1 kg Piliç Pirzola,a101,"129,75 TL",et-tavuk-ve-balik,165,31,0,3.6
Bolca 1 kg Hindi Göğüs Çöp Şiş,Carrefour,"397,90 TL",et-tavuk-ve-balik,107,25,0,1
Maret Dana Kangal 500 gr Sucuk,Bim,"189,00 TL",et-tavuk-ve-balik,432,16,2,40
Fümeci 250 gr Dana Mortadella Salam,idefix,"484,27 TL",et-tavuk-ve-balik,58,3,1,5
Polonez 60 gr Fit Piliç Füme Eti,Getir Büyük,"31,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Pınar 900 gr Dana Büfe Salam,PınarOnline,"255,90 TL",et-tavuk-ve-balik,58,3,1,5
Pınar 4x265 gr Füme Hindi Cheddarlı Jumbo Sosis,PınarOnline,"328,41 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 2x265 gr Füme Hindi Cheddarlı Jumbo Sosis,PınarOnline,"164,61 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 4x265 gr Füme Hindi Jumbo Sosis,PınarOnline,"305,91 TL",et-tavuk-ve-balik,107,25,0,1
Fikret Sağlam Peynircilik 250 gr Bonfile Pastırma,PttAVM,"718,70 TL",et-tavuk-ve-balik,200,30,3,5
Danet 3x150 gr Dilimli Hindi Füme,Pazarama,"450,00 TL",et-tavuk-ve-balik,107,25,0,1
Danet 250 gr Dana Füme Frankfurter Sosis,Pazarama,"420,00 TL",et-tavuk-ve-balik,250,26,0,20
Danet 1250 gr Dana Etli Salam,Pazarama,"1.350,00 TL",et-tavuk-ve-balik,58,3,1,5
Apikoğlu 100 gr Dilimli Dana Sucuk,Getir Büyük,"206,99 TL",et-tavuk-ve-balik,432,16,2,40
Danet 300 gr Dana Jambon,Pazarama,"450,00 TL",et-tavuk-ve-balik,250,26,0,20
Tire 200 gr Sucuk,PttAVM,"373,90 TL",et-tavuk-ve-balik,432,16,2,40
Azizoğlu 250 gr Kangal Sucuk,Carrefour,"1.199,90 TL",et-tavuk-ve-balik,380,14,2,35
Pınar 5x265 gr Füme Hindi Jumbo Sosis,PınarOnline,"380,61 TL",et-tavuk-ve-balik,107,25,0,1
Fümeci Smokehouse 500 gr Hindi Göğüs Füme,PttAVM,"635,66 TL",et-tavuk-ve-balik,110,21,1,3
Develi Gross 1 kg Kayseri Dana Sucuk,PttAVM,"673,54 TL",et-tavuk-ve-balik,432,16,2,40
Gurmepark 500 gr Sade Az Yağlı Katkısız Roastbeef Tütsülenmiş Dana Füme Et,PttAVM,"1.062,50 TL",et-tavuk-ve-balik,129,25,0,3
Danet 400 gr Hindi Füme Jambon,Pazarama,"290,00 TL",et-tavuk-ve-balik,107,25,0,1
Gurmepark 500 gr Sade Az Yağlı Katkısız Roastbeef Tütsülenmiş Dana Füme Et,PttAVM,"1.062,50 TL",et-tavuk-ve-balik,129,25,0,3
Dardanel 3x140 gr Zeytinyağlı Ton Balığı,PttAVM,"366,91 TL",et-tavuk-ve-balik,193,24,0,11
Dardanel 9x75 gr Light Ton Balığı,PttAVM,"589,68 TL",et-tavuk-ve-balik,193,24,0,11
Dardanel 10x140 gr Klasik Ton Balığı,PttAVM,"917,28 TL",et-tavuk-ve-balik,193,24,0,11
Develi Gross 1 kg Kayseri Dana Sucuk,PttAVM,"673,54 TL",et-tavuk-ve-balik,432,16,2,40
Şehzade 1 kg Sucuk,PttAVM,"637,64 TL",et-tavuk-ve-balik,432,16,2,40
Namet Isıl Gormus Kangal Sucuk 1 kg,Carrefoursa,"599,90 TL",et-tavuk-ve-balik,380,14,2,35
Yüksel Sucukları 1 kg Dana Kangal Sucuk,idefix,"1.000,00 TL",et-tavuk-ve-balik,380,14,2,35
Şahin 180 gr Dana Kangal Sucuk,Getir Büyük,"313,99 TL",et-tavuk-ve-balik,380,14,2,35
Fümeci 1 kg Mortadella Salam,idefix,"1.642,57 TL",et-tavuk-ve-balik,58,3,1,5
Gurmepark 500 gr Hindi Füme Kuru Et,PttAVM,"500,87 TL",et-tavuk-ve-balik,185,35,0,5
Cumhuriyet Fermente 500 gr Kangal Dana Sucuk,idefix,"684,00 TL",et-tavuk-ve-balik,432,16,2,40
Haket 1 kg Dana Kuşbaşı Yağsız,Hakmarekspress,"529,00 TL",et-tavuk-ve-balik,250,26,0,20
Maret 200 gr Dilimli Piliç Işıl İşlem Görmüş Sucuk,Getir Büyük,"159,99 TL",et-tavuk-ve-balik,165,31,0,3.6
Cumhuriyet Sucukları 400-500 gr Sucuk,idefix,"650,00 TL",et-tavuk-ve-balik,432,16,2,40
Danet 200 gr Osmanlı Sucuğu,PttAVM,"174,00 TL",et-tavuk-ve-balik,440,16,4,40
Cumhuriyet 3 kg Örme Sucuk,idefix,"3.500,00 TL",et-tavuk-ve-balik,432,16,2,40
Haket 1 kg Kuzu Pirzola,Hakmarekspress,"1.204,50 TL",et-tavuk-ve-balik,226,16,0,18
Aktarzane 5 mt Yerli Sucuk Bağırsağı,Amazon,"499,00 TL",et-tavuk-ve-balik,432,16,2,40
Pınar 500 gr Doyum Hindi Salam,PınarOnline,"64,28 TL",et-tavuk-ve-balik,107,25,0,1
Molu 150 gr Dilimli Dana Kavurma,Amazon,"375,00 TL",et-tavuk-ve-balik,250,26,0,20
Apikoğlu 3x100 gr Yüksek Proteinli Kurutulmuş Dana Füme Et,Amazon,"1.050,00 TL",et-tavuk-ve-balik,129,25,0,3
Namet 6x60 gr Hindi Füme,Amazon,"249,00 TL",et-tavuk-ve-balik,107,25,0,1
Hana 200 gr Füme Salam,Amazon,"85,00 TL",et-tavuk-ve-balik,58,3,1,5
Başyazıcı Bratwurst 330 gr Sosis,Amazon,"816,43 TL",et-tavuk-ve-balik,,,,
Molu 500 gr Anadolu Usulü Evlik Parmak Sucuk,Amazon,"670,00 TL",et-tavuk-ve-balik,389,16,1.5,40
Apikoğlu 5x70 gr Dilimli İtalyan Lezzeti Dana Bresaola,Amazon,"1.070,00 TL",et-tavuk-ve-balik,250,26,0,20
Namet 6x50 gr Dana Macar Salam,Amazon,"299,00 TL",et-tavuk-ve-balik,15,0.75,0.11,1
Hana 2x835 gr Acılı Salam Konservesi,Amazon,"319,00 TL",et-tavuk-ve-balik,58,3,1,5
Molu 500 gr Ege Usulü Evlik Parmak Sucuk,Amazon,"470,00 TL",et-tavuk-ve-balik,389,16,1.5,40
Sultan 100 gr Dana Kavurma,Getir Büyük,"195,50 TL",et-tavuk-ve-balik,250,26,0,20
Danet 5x100 gr Dilimli Dana Kavurma,idefix,"829,00 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 1 kg Dana Fıstıklı Salam,PınarOnline,"577,78 TL",et-tavuk-ve-balik,58,3,1,5
Şahin 190 gr Fermente Dana Kangal Sucuk,a101,"210,00 TL",et-tavuk-ve-balik,380,14,2,35
Danet 3 kg Dana Örgülü İspanyol Salam,Pazarama,"3.100,00 TL",et-tavuk-ve-balik,58,3,1,5
Ege 250 gr Tire Antrikot Sucuk,PttAVM,"386,73 TL",et-tavuk-ve-balik,165,20,0,9
Cumhuriyet Sucukları 1 kg Dana Kangal Sucuk,idefix,"1.250,00 TL",et-tavuk-ve-balik,380,14,2,35
Unutulmaz 1 kg Seçme Pastırma,emekpazari,"1.623,34 TL",et-tavuk-ve-balik,200,30,3,5
Danet 300 gr Afyon Sucuğu,PttAVM,"309,92 TL",et-tavuk-ve-balik,,,,
Polonez 100 gr Füme Etli Hindi Salam,Carrefour,"529,90 TL",et-tavuk-ve-balik,107,25,0,1
Sultan 400 gr %15 Yağlı Dana Kıyma,Getir Büyük,"272,99 TL",et-tavuk-ve-balik,250,26,0,20
Molu Et 1 kg Ege Usulü Evlik Parmak Sucuk,idefix,"770,00 TL",et-tavuk-ve-balik,389,16,1.5,40
Başyazıcı 250 gr Antrikot Pastırma,idefix,"662,47 TL",et-tavuk-ve-balik,200,30,3,5
Cumhuriyet Sucukları 1 kg Kangal Sucuk,idefix,"1.250,00 TL",et-tavuk-ve-balik,380,14,2,35
Kocaşaban 250 gr Pastırma,idefix,"650,00 TL",et-tavuk-ve-balik,200,30,3,5
Yüksel Sucukları 1 kg Antep Fıstıklı Hellim Peynirli Osmanlı Göden Sucuğu,idefix,"1.250,00 TL",et-tavuk-ve-balik,321,21,2,26
Dardanel 24x75 gr Ton Zeytinyağlı,idefix,"1.400,00 TL",et-tavuk-ve-balik,,,,
Pınar 3x900 gr Büfe Dana Isıl İşlem Görmüş Sucuk,idefix,"1.126,90 TL",et-tavuk-ve-balik,432,16,2,40
Danet 10 kg Dana Kavurma,Pazarama,"17.000,00 TL",et-tavuk-ve-balik,250,26,0,20
Apikoğlu Yüksek Proteinli Kurutulmuş 70 gr Dana Füme Et,Getir Büyük,"220,99 TL",et-tavuk-ve-balik,129,25,0,3
Pınar 14x110 gr Gurme But Etli Hindi Füme,PınarOnline,"954,45 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 22x130 gr Aç Bitir Kokteyl Hindi Sosis,PınarOnline,"790,35 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 12x225 gr Doyum Hindi Sucuk,PınarOnline,"854,10 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 12x225 gr Doyum Salam,PınarOnline,"593,10 TL",et-tavuk-ve-balik,58,3,1,5
Pınar 8x265 gr Füme Hindi Cheddarlı Jumbo Sosis,PınarOnline,"713,40 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 20x500 gr Büfe Dana Isıl İşlem Görmüş Sucuk,PınarOnline,"2.848,50 TL",et-tavuk-ve-balik,432,16,2,40
Lethe 3x150 gr Jalapeno Şili Vegan Sucuk,Vegan Pazaryeri,"337,50 TL",et-tavuk-ve-balik,191,23,4,7
Vita 2x150 gr Vegantis Vegan Sucuk,Vegan Pazaryeri,"229,80 TL",et-tavuk-ve-balik,191,23,4,7
Pınar 1 kg Fıstıklı Hindi Salam,PınarOnline,"568,90 TL",et-tavuk-ve-balik,107,25,0,1
AfyonKarahisar 3 kg Dana Eti Sucuk,PttAVM,"1.421,56 TL",et-tavuk-ve-balik,432,16,2,40
Fümeci 200 gr Fümet Biberli İtalyan Salam,idefix,"449,10 TL",et-tavuk-ve-balik,58,3,1,5
Fish & More 100 gr Kırmızı Balık Yumurtası,idefix,"494,10 TL",et-tavuk-ve-balik,,,,
Fumeci Smokehouse 1000 gr Dana Kontrafile Kuru Et,idefix,"2.830,57 TL",et-tavuk-ve-balik,185,35,0,5
Superfresh 12x140 gr Light Ton Balığı,idefix,"933,90 TL",et-tavuk-ve-balik,193,24,0,11
Sultan 400 gr %15 Yağlı Dana Kıyma,Getir Büyük,"272,99 TL",et-tavuk-ve-balik,250,26,0,20
Manda's 500 gr Afyon Kasap Sucuk,idefix,"599,00 TL",et-tavuk-ve-balik,432,16,2,40
Fumeci Smokehouse 1000 gr Dana Kontrafile Kuru Et,idefix,"2.830,57 TL",et-tavuk-ve-balik,185,35,0,5
Pınar 4x255 gr Kasap Dana Bratwurst Sosis,idefix,"1.155,90 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 2x255 gr Kasap Dana Cabanossi Sosis,idefix,"577,90 TL",et-tavuk-ve-balik,250,26,0,20
Danet 300 gr Pastırma Antrikot,PttAVM,"549,00 TL",et-tavuk-ve-balik,200,30,3,5
Red Tiger 300 gr Balık Kalamar,Carrefour,"239,00 TL",et-tavuk-ve-balik,129,18,0,7
Superfresh 12x140 gr Light Ton Balığı,idefix,"933,90 TL",et-tavuk-ve-balik,193,24,0,11
Pınar 5x460 gr Dana Büfe Sosis,idefix,"1.344,90 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 4x460 gr Dana Büfe Sosis,idefix,"1.075,90 TL",et-tavuk-ve-balik,250,26,0,20
Besler 1.705 kg Ton Balığı,idefix,"650,00 TL",et-tavuk-ve-balik,193,24,0,11
Danet 500 gr Sucuk,idefix,"674,10 TL",et-tavuk-ve-balik,432,16,2,40
Molu Et 1 kg Ege Usulü Evlik Parmak Sucuk,idefix,"770,00 TL",et-tavuk-ve-balik,389,16,1.5,40
Afyon Sucuk Sarayı 500 gr Kangal Sucuk,idefix,"550,00 TL",et-tavuk-ve-balik,380,14,2,35
Başyazıcı 250 gr Antrikot Pastırma,idefix,"662,47 TL",et-tavuk-ve-balik,200,30,3,5
Kocaşaban 250 gr Pastırma,idefix,"650,00 TL",et-tavuk-ve-balik,200,30,3,5
Yüksel Sucukları 1 kg Antep Fıstıklı Hellim Peynirli Osmanlı Göden Sucuğu,idefix,"1.250,00 TL",et-tavuk-ve-balik,321,21,2,26
Dardanel 24x75 gr Ton Zeytinyağlı,idefix,"1.400,00 TL",et-tavuk-ve-balik,,,,
Cumhuriyet Sucukları 1 kg Kangal Sucuk,idefix,"1.250,00 TL",et-tavuk-ve-balik,380,14,2,35
Fümeci 200 gr Fümet Biberli İtalyan Salam,idefix,"449,10 TL",et-tavuk-ve-balik,58,3,1,5
Fish & More 100 gr Kırmızı Balık Yumurtası,idefix,"494,10 TL",et-tavuk-ve-balik,,,,
Pınar 3x900 gr Büfe Dana Isıl İşlem Görmüş Sucuk,idefix,"1.126,90 TL",et-tavuk-ve-balik,432,16,2,40
Pınar 1 kg Fıstıklı Hindi Salam,PınarOnline,"568,90 TL",et-tavuk-ve-balik,107,25,0,1
Cumhuriyet 250 gr Dilimlenmiş Antrikot Pastırma,afyongıda,"405,00 TL",et-tavuk-ve-balik,200,30,3,5
AfyonKarahisar 3 kg Dana Eti Sucuk,PttAVM,"1.421,56 TL",et-tavuk-ve-balik,432,16,2,40
Şahin 200 gr Dana Sosis,Getir Büyük,"275,50 TL",et-tavuk-ve-balik,250,26,0,20
Danet 2 kg Sebzeli Piliç Jambon,Pazarama,"780,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Pınar 5x265 gr Füme Hindi Cheddarlı Jumbo Sosis,PınarOnline,"410,31 TL",et-tavuk-ve-balik,107,25,0,1
Kocaman Hamsi 200 gr Marine Garnitürlü Balık,Carrefour,"114,00 TL",et-tavuk-ve-balik,197,17,0,15
Polonez Işıl İşlem Görmüş 200 gr Kangal Sucuk,Getir Büyük,"229,99 TL",et-tavuk-ve-balik,380,14,2,35
By Keskin 800 gr Şoklu Piliç Fleto Şoklu,Carrefour,"79,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Namet 50 gr Dana Jambon Salam,Getir Büyük,"53,99 TL",et-tavuk-ve-balik,58,3,1,5
Cumhuriyet Sucukları 400-500 gr Sucuk,idefix,"650,00 TL",et-tavuk-ve-balik,432,16,2,40
Cumhuriyet 3 kg Örme Sucuk,idefix,"3.500,00 TL",et-tavuk-ve-balik,432,16,2,40
Haket 1 kg Kuzu Pirzola,Hakmarekspress,"1.204,50 TL",et-tavuk-ve-balik,226,16,0,18
Cumhuriyet Fermente 500 gr Kangal Dana Sucuk,idefix,"684,00 TL",et-tavuk-ve-balik,432,16,2,40
Haket 1 kg Dana Kuşbaşı Yağsız,Hakmarekspress,"529,00 TL",et-tavuk-ve-balik,250,26,0,20
